"","frequency","avg","suma","bin","min","max","BiomassBin","Density","Species","Condition","TimePoint","Sample","Strain"
"15",1,397.15847424,397.15847424,8,350,400,0.0369431148485592,0.000543478260869565,"Pa","Pa Mono",0,"rep2","PA14wt"
"16",1073,6.15754092078285,6607.041408,1,0,50,0.875638592312913,0.988940092165899,"Pa","Pa Mono",0,"rep3","PA14mut"
"17",10,58.287322368,582.87322368,2,50,100,0.0772488406780763,0.00921658986175115,"Pa","Pa Mono",0,"rep3","PA14mut"
"18",2,177.74152704,355.48305408,4,150,200,0.0471125670090104,0.00184331797235023,"Pa","Pa Mono",0,"rep3","PA14mut"
"19",1195,5.62434238875314,6721.08915456,1,0,50,0.916921519326269,0.994176372712146,"Pa","Pa Mono",0,"rep3","PA14wt"
"20",6,73.59386496,441.56318976,2,50,100,0.0602400565626477,0.00499168053244592,"Pa","Pa Mono",0,"rep3","PA14wt"
"21",1,167.40700416,167.40700416,4,150,200,0.0228384241110837,0.000831946755407654,"Pa","Pa Mono",0,"rep3","PA14wt"
"22",1401,2.49046642021413,3489.14345472,1,0,50,0.921712221124091,0.997863247863248,"Pa","Pa Mono",1,"rep1","PA14mut"
"23",2,62.37513216,124.75026432,2,50,100,0.0329547479788079,0.00142450142450142,"Pa","Pa Mono",1,"rep1","PA14mut"
"24",1,171.60827904,171.60827904,4,150,200,0.0453330308971015,0.000712250712250712,"Pa","Pa Mono",1,"rep1","PA14mut"
"25",730,3.32522862115068,2427.41689344,1,0,50,0.899571556828384,0.997267759562842,"Pa","Pa Mono",1,"rep1","PA14wt"
"26",2,135.49878144,270.99756288,3,100,150,0.100428443171616,0.00273224043715847,"Pa","Pa Mono",1,"rep1","PA14wt"
"27",914,2.5758970566302,2354.36990976,1,0,50,1,1,"Pa","Pa Mono",1,"rep2","PA14mut"
"28",875,2.32351967232,2033.07971328,1,0,50,1,1,"Pa","Pa Mono",1,"rep2","PA14wt"
"29",2143,6.17915434527298,13241.92776192,1,0,50,0.742573542309399,0.97630979498861,"Pa","Pa Mono",1,"rep3","PA14mut"
"30",39,67.5176247138462,2633.18736384,2,50,100,0.147662432803327,0.0177676537585421,"Pa","Pa Mono",1,"rep3","PA14mut"
"31",8,113.30025696,906.40205568,3,100,150,0.0508287159803406,0.00364464692482916,"Pa","Pa Mono",1,"rep3","PA14mut"
"32",3,167.37633792,502.12901376,4,150,200,0.0281581146754439,0.00136674259681093,"Pa","Pa Mono",1,"rep3","PA14mut"
"33",2,274.41684864,548.83369728,6,250,300,0.0307771942314902,0.000911161731207289,"Pa","Pa Mono",1,"rep3","PA14mut"
"34",863,2.45774100764774,2121.0304896,1,0,50,0.916469013767242,0.996535796766744,"Pa","Pa Mono",1,"rep3","PA14wt"
"35",3,64.43999232,193.31997696,2,50,100,0.0835309862327578,0.00346420323325635,"Pa","Pa Mono",1,"rep3","PA14wt"
"36",581,1.90727122616179,1108.1245824,1,0,50,1,1,"Pa","Pa Mono",2,"rep1","PA14mut"
"37",2503,1.31248566769477,3285.15162624,1,0,50,0.949521808883098,0.999201596806387,"Pa","Pa Mono",2,"rep1","PA14wt"
"38",1,73.07764992,73.07764992,2,50,100,0.0211219542461067,0.000399201596806387,"Pa","Pa Mono",2,"rep1","PA14wt"
"39",1,101.56658688,101.56658688,3,100,150,0.0293562368707953,0.000399201596806387,"Pa","Pa Mono",2,"rep1","PA14wt"
"40",640,1.61333172,1032.5323008,1,0,50,0.921380291711135,0.998439937597504,"Pa","Pa Mono",2,"rep2","PA14mut"
"41",1,88.10410752,88.10410752,2,50,100,0.0786197082888652,0.0015600624024961,"Pa","Pa Mono",2,"rep2","PA14mut"
"42",1385,1.22749098420217,1700.07501312,1,0,50,1,1,"Pa","Pa Mono",2,"rep2","PA14wt"
"43",2888,3.45054663623269,9965.17868544,1,0,50,1,1,"Pa","Pa Mono",2,"rep3","PA14mut"
"44",1168,1.3234793030137,1545.82382592,1,0,50,0.945563684111799,0.999144568006843,"Pa","Pa Mono",2,"rep3","PA14wt"
"45",1,88.99342848,88.99342848,2,50,100,0.0544363158882011,0.000855431993156544,"Pa","Pa Mono",2,"rep3","PA14wt"
"46",2309,1.52696359691641,3525.75894528,1,0,50,0.984585345802076,0.9995670995671,"Pa","Pa Mono",3,"rep1","PA14mut"
"47",1,55.199232,55.199232,2,50,100,0.0154146541979242,0.000432900432900433,"Pa","Pa Mono",3,"rep1","PA14mut"
"48",1884,2.47688485910828,4666.45107456,1,0,50,0.968871372359256,0.998939554612937,"Pa","Pa Mono",3,"rep1","PA14wt"
"49",2,74.96362368,149.92724736,2,50,100,0.0311286276407442,0.00106044538706257,"Pa","Pa Mono",3,"rep1","PA14wt"
"50",2195,4.39034377563554,9636.80458752,1,0,50,0.702358867993688,0.977728285077951,"Pa","Pa Mono",3,"rep2","PA14mut"
"51",38,67.5948490105263,2568.6042624,2,50,100,0.187207488299532,0.0169265033407572,"Pa","Pa Mono",3,"rep2","PA14mut"
"52",11,122.4140544,1346.5545984,3,100,150,0.0981408883862518,0.00489977728285078,"Pa","Pa Mono",3,"rep2","PA14mut"
"53",1,168.66432,168.66432,4,150,200,0.012292755320528,0.00044543429844098,"Pa","Pa Mono",3,"rep2","PA14mut"
"54",2395,1.87119122384969,4481.50298112,1,0,50,1,1,"Pa","Pa Mono",3,"rep2","PA14wt"
"55",1000,1.61976013056,1619.76013056,1,0,50,1,1,"Pa","Pa Mono",3,"rep3","PA14mut"
"56",2064,0.998123709767442,2060.12733696,1,0,50,1,1,"Pa","Pa Mono",3,"rep3","PA14wt"
"57",2795,3.69027328366369,10314.31382784,1,0,50,0.761085075906889,0.986586657253795,"Pa","Pa Mono",4,"rep1","PA14mut"
"58",29,64.2595197351724,1863.52607232,2,50,100,0.137508117930047,0.0102364984115778,"Pa","Pa Mono",4,"rep1","PA14mut"
"59",5,124.051074048,620.25537024,3,100,150,0.0457681541807057,0.00176491351923756,"Pa","Pa Mono",4,"rep1","PA14mut"
"60",3,167.86699776,503.60099328,4,150,200,0.0371603197842158,0.00105894811154253,"Pa","Pa Mono",4,"rep1","PA14mut"
"61",1,250.42051584,250.42051584,6,250,300,0.0184783321981431,0.000352982703847511,"Pa","Pa Mono",4,"rep1","PA14mut"
"62",3564,2.82755811555556,10077.41712384,1,0,50,0.986775569034893,0.999439147504206,"Pa","Pa Mono",4,"rep1","PA14wt"
"63",2,67.52706048,135.05412096,2,50,100,0.0132244309651072,0.000560852495793606,"Pa","Pa Mono",4,"rep1","PA14wt"
"64",4832,3.71615552582781,17956.4635008,1,0,50,0.416356467605974,0.967948717948718,"Pa","Pa Mono",4,"rep2","PA14mut"
"65",84,70.4228297142857,5915.517696,2,50,100,0.137163091822477,0.0168269230769231,"Pa","Pa Mono",4,"rep2","PA14mut"
"66",21,117.11437056,2459.40178176,3,100,150,0.0570261420480604,0.00420673076923077,"Pa","Pa Mono",4,"rep2","PA14mut"
"67",20,170.936688384,3418.73376768,4,150,200,0.0792701700495252,0.00400641025641026,"Pa","Pa Mono",4,"rep2","PA14mut"
"68",13,236.373018978462,3072.84924672,5,200,250,0.0712501466557164,0.00260416666666667,"Pa","Pa Mono",4,"rep2","PA14mut"
"69",4,272.79153792,1091.16615168,6,250,300,0.0253008664241959,0.000801282051282051,"Pa","Pa Mono",4,"rep2","PA14mut"
"70",5,330.471668736,1652.35834368,7,300,350,0.0383132281678524,0.00100160256410256,"Pa","Pa Mono",4,"rep2","PA14mut"
"71",3,377.64452352,1132.93357056,8,350,400,0.0262693274457729,0.000600961538461538,"Pa","Pa Mono",4,"rep2","PA14mut"
"72",4,418.01151744,1672.04606976,9,400,450,0.0387697274159085,0.000801282051282051,"Pa","Pa Mono",4,"rep2","PA14mut"
"73",1,513.29152512,513.29152512,11,500,550,0.0119016891183236,0.000200320512820513,"Pa","Pa Mono",4,"rep2","PA14mut"
"74",1,650.40028416,650.40028416,14,650,700,0.0150808295202847,0.000200320512820513,"Pa","Pa Mono",4,"rep2","PA14mut"
"75",1,789.99300864,789.99300864,16,750,800,0.0183175656217669,0.000200320512820513,"Pa","Pa Mono",4,"rep2","PA14mut"
"76",1,820.41391872,820.41391872,17,800,850,0.0190229351763957,0.000200320512820513,"Pa","Pa Mono",4,"rep2","PA14mut"
"77",1,891.19160064,891.19160064,18,850,900,0.0206640570837377,0.000200320512820513,"Pa","Pa Mono",4,"rep2","PA14mut"
"78",1,1090.85948928,1090.85948928,22,1050,1100,0.0252937558440081,0.000200320512820513,"Pa","Pa Mono",4,"rep2","PA14mut"
"79",5416,2.44187296803545,13225.18399488,1,0,50,1,1,"Pa","Pa Mono",4,"rep2","PA14wt"
"80",1999,1.22770811453727,2454.18852096,1,0,50,0.977501190897876,0.9995,"Pa","Pa Mono",4,"rep3","PA14mut"
"81",1,56.48721408,56.48721408,2,50,100,0.0224988091021241,5e-04,"Pa","Pa Mono",4,"rep3","PA14mut"
"82",3828,1.77429192827586,6791.98950144,1,0,50,0.99197839406643,0.999738835205014,"Pa","Pa Mono",4,"rep3","PA14wt"
"83",1,54.92323584,54.92323584,2,50,100,0.00802160593356981,0.000261164794985636,"Pa","Pa Mono",4,"rep3","PA14wt"
"84",4668,3.2688254140874,15258.87703296,1,0,50,0.712510703863128,0.985641891891892,"Pa","Pa Mono",5,"rep1","PA14mut"
"85",51,67.0538383058824,3419.7457536,2,50,100,0.159684454410851,0.0107685810810811,"Pa","Pa Mono",5,"rep1","PA14mut"
"86",12,116.95848384,1403.50180608,3,100,150,0.0655362814421505,0.00253378378378378,"Pa","Pa Mono",5,"rep1","PA14mut"
"87",1,176.57620992,176.57620992,4,150,200,0.00824519650717553,0.000211148648648649,"Pa","Pa Mono",5,"rep1","PA14mut"
"88",2,240.28532352,480.57064704,5,200,250,0.0224401657631031,0.000422297297297297,"Pa","Pa Mono",5,"rep1","PA14mut"
"89",1,307.36772352,307.36772352,7,300,350,0.0143524842986142,0.000211148648648649,"Pa","Pa Mono",5,"rep1","PA14mut"
"90",1,369.00686592,369.00686592,8,350,400,0.017230713714978,0.000211148648648649,"Pa","Pa Mono",5,"rep1","PA14mut"
"91",5189,3.80924461783002,19766.17032192,1,0,50,0.683556976160908,0.984629981024668,"Pa","Pa Mono",5,"rep1","PA14wt"
"92",59,66.6060337464407,3929.75599104,2,50,100,0.135899472610868,0.0111954459203036,"Pa","Pa Mono",5,"rep1","PA14wt"
"93",10,124.998660864,1249.98660864,3,100,150,0.0432272439490236,0.00189753320683112,"Pa","Pa Mono",5,"rep1","PA14wt"
"94",3,174.83845632,524.51536896,4,150,200,0.0181388773706263,0.000569259962049336,"Pa","Pa Mono",5,"rep1","PA14wt"
"95",3,211.24950528,633.74851584,5,200,250,0.0219163961495185,0.000569259962049336,"Pa","Pa Mono",5,"rep1","PA14wt"
"96",2,378.05340672,756.10681344,8,350,400,0.0261478110646728,0.000379506641366224,"Pa","Pa Mono",5,"rep1","PA14wt"
"97",2,431.53532928,863.07065856,9,400,450,0.0298468524742112,0.000379506641366224,"Pa","Pa Mono",5,"rep1","PA14wt"
"98",1,464.86953216,464.86953216,10,450,500,0.0160761951626125,0.000189753320683112,"Pa","Pa Mono",5,"rep1","PA14wt"
"99",1,728.41519872,728.41519872,15,700,750,0.0251901750575589,0.000189753320683112,"Pa","Pa Mono",5,"rep1","PA14wt"
"100",7245,2.93894746951553,21292.67441664,1,0,50,0.312246506802466,0.987191715492574,"Pa","Pa Mono",5,"rep2","PA14mut"
"101",41,71.7814403121951,2943.0390528,2,50,100,0.0431582076369836,0.00558659217877095,"Pa","Pa Mono",5,"rep2","PA14mut"
"102",16,121.61272464,1945.80359424,3,100,150,0.0285342443760992,0.00218013353317891,"Pa","Pa Mono",5,"rep2","PA14mut"
"103",4,173.80858176,695.23432704,4,150,200,0.0101952664930505,0.000545033383294727,"Pa","Pa Mono",5,"rep2","PA14mut"
"104",8,230.7826224,1846.2609792,5,200,250,0.0270745013106658,0.00109006676658945,"Pa","Pa Mono",5,"rep2","PA14mut"
"105",6,265.99385472,1595.96312832,6,250,300,0.0234040075028815,0.00081755007494209,"Pa","Pa Mono",5,"rep2","PA14mut"
"106",3,330.74562048,992.23686144,7,300,350,0.0145506613139756,0.000408775037471045,"Pa","Pa Mono",5,"rep2","PA14mut"
"107",1,372.19615488,372.19615488,8,350,400,0.00545807196092602,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"108",2,406.7876736,813.5753472,9,400,450,0.0119306788434842,0.000272516691647363,"Pa","Pa Mono",5,"rep2","PA14mut"
"109",1,503.17166592,503.17166592,11,500,550,0.00737876285201236,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"110",1,591.42910464,591.42910464,12,550,600,0.00867301440540654,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"111",1,737.43107328,737.43107328,15,700,750,0.0108140608424148,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"112",1,1117.69244928,1117.69244928,23,1100,1150,0.0163904052698254,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"113",1,1162.46515968,1162.46515968,24,1150,1200,0.0170469748556334,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"114",2,1561.50960768,3123.01921536,32,1550,1600,0.0457975274308927,0.000272516691647363,"Pa","Pa Mono",5,"rep2","PA14mut"
"115",1,1681.21527552,1681.21527552,34,1650,1700,0.0246541879470913,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"116",1,1968.40461312,1968.40461312,40,1950,2000,0.0288656771053736,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"117",1,2932.64319744,2932.64319744,59,2900,2950,0.0430057575756213,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"118",1,3196.83285504,3196.83285504,64,3150,3200,0.0468799678370844,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"119",1,7056.08716032,7056.08716032,142,7050,7100,0.103474017607757,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"120",1,11624.4982656,11624.4982656,233,11600,11650,0.170467500030355,0.000136258345823682,"Pa","Pa Mono",5,"rep2","PA14mut"
"121",7413,3.06991277118575,22757.2633728,1,0,50,0.77545345680483,0.991971095945403,"Pa","Pa Mono",5,"rep2","PA14wt"
"122",41,68.9062933229268,2825.15802624,2,50,100,0.0962672234169504,0.00548641777064097,"Pa","Pa Mono",5,"rep2","PA14wt"
"123",8,117.30220128,938.41761024,3,100,150,0.031976568002324,0.00107052054061287,"Pa","Pa Mono",5,"rep2","PA14wt"
"124",5,172.019206656,860.09603328,4,150,200,0.0293077612745067,0.000669075337883046,"Pa","Pa Mono",5,"rep2","PA14wt"
"125",1,220.3369344,220.3369344,5,200,250,0.00750797820648664,0.000133815067576609,"Pa","Pa Mono",5,"rep2","PA14wt"
"126",2,268.74359424,537.48718848,6,250,300,0.0183148690361992,0.000267630135153218,"Pa","Pa Mono",5,"rep2","PA14wt"
"127",2,326.5187904,653.0375808,7,300,350,0.0222522471687033,0.000267630135153218,"Pa","Pa Mono",5,"rep2","PA14wt"
"128",1,555.24294144,555.24294144,12,550,600,0.0189198960899996,0.000133815067576609,"Pa","Pa Mono",5,"rep2","PA14wt"
"129",2391,3.87380920050188,9262.2777984,1,0,50,0.608680143406158,0.975122349102773,"Pa","Pa Mono",5,"rep3","PA14mut"
"130",45,66.62070272,2997.9316224,2,50,100,0.19701217017692,0.0183523654159869,"Pa","Pa Mono",5,"rep3","PA14mut"
"131",8,119.7708336,958.1666688,3,100,150,0.062966911386844,0.0032626427406199,"Pa","Pa Mono",5,"rep3","PA14mut"
"132",3,179.397504,538.192512,4,150,200,0.0353678762950588,0.00122349102773246,"Pa","Pa Mono",5,"rep3","PA14mut"
"133",3,214.70456832,644.11370496,5,200,250,0.0423285967921034,0.00122349102773246,"Pa","Pa Mono",5,"rep3","PA14mut"
"134",1,308.22637824,308.22637824,7,300,350,0.0202554145094949,0.000407830342577488,"Pa","Pa Mono",5,"rep3","PA14mut"
"135",1,508.07826432,508.07826432,11,500,550,0.0333888874334207,0.000407830342577488,"Pa","Pa Mono",5,"rep3","PA14mut"
"136",9172,2.78523817810728,25546.2045696,1,0,50,0.887308686579914,0.995225694444444,"Pa","Pa Mono",5,"rep3","PA14wt"
"137",38,63.6421320757895,2418.40101888,2,50,100,0.083999492990811,0.00412326388888889,"Pa","Pa Mono",5,"rep3","PA14wt"
"138",5,122.824424448,614.12212224,3,100,150,0.0213306008804491,0.000542534722222222,"Pa","Pa Mono",5,"rep3","PA14wt"
"139",1,211.93438464,211.93438464,5,200,250,0.00736121954882573,0.000108506944444444,"Pa","Pa Mono",5,"rep3","PA14wt"
"140",6117,3.0304982969691,18537.55808256,1,0,50,0.648079970324183,0.986453797774552,"Pa","Pa Mono",6,"rep1","PA14mut"
"141",51,71.9460055341176,3669.24628224,2,50,100,0.128278223653599,0.00822447992259313,"Pa","Pa Mono",6,"rep1","PA14mut"
"142",15,114.260365824,1713.90548736,3,100,150,0.059918777459244,0.00241896468311563,"Pa","Pa Mono",6,"rep1","PA14mut"
"143",6,162.39818496,974.38910976,4,150,200,0.0340650080514953,0.000967585873246251,"Pa","Pa Mono",6,"rep1","PA14mut"
"144",3,227.63549952,682.90649856,5,200,250,0.0238746668439211,0.000483792936623125,"Pa","Pa Mono",6,"rep1","PA14mut"
"145",4,266.70428928,1066.81715712,6,250,300,0.0372963271887524,0.000645057248830834,"Pa","Pa Mono",6,"rep1","PA14mut"
"146",1,342.48056832,342.48056832,7,300,350,0.0119732488801882,0.000161264312207708,"Pa","Pa Mono",6,"rep1","PA14mut"
"147",2,368.8382016,737.6764032,8,350,400,0.0257894432139082,0.000322528624415417,"Pa","Pa Mono",6,"rep1","PA14mut"
"148",2,439.41655296,878.83310592,9,400,450,0.0307243343847092,0.000322528624415417,"Pa","Pa Mono",6,"rep1","PA14mut"
"149",4615,3.59005651512026,16568.11081728,1,0,50,0.32313150572851,0.96872376154492,"Pa","Pa Mono",6,"rep1","PA14wt"
"150",67,71.3049581659701,4777.43219712,2,50,100,0.093175309870645,0.014063811922754,"Pa","Pa Mono",6,"rep1","PA14wt"
"151",32,118.57389192,3794.36454144,3,100,150,0.074002325375541,0.00671704450041982,"Pa","Pa Mono",6,"rep1","PA14wt"
"152",15,167.370204672,2510.55307008,4,150,200,0.0489638681617332,0.00314861460957179,"Pa","Pa Mono",6,"rep1","PA14wt"
"153",8,227.57033376,1820.56267008,5,200,250,0.0355068337811037,0.00167926112510495,"Pa","Pa Mono",6,"rep1","PA14wt"
"154",4,279.14711616,1116.58846464,6,250,300,0.0217770701703601,0.000839630562552477,"Pa","Pa Mono",6,"rep1","PA14wt"
"155",3,318.80623104,956.41869312,7,300,350,0.0186532439228033,0.000629722921914358,"Pa","Pa Mono",6,"rep1","PA14wt"
"156",3,379.33116672,1137.99350016,8,350,400,0.022194537281368,0.000629722921914358,"Pa","Pa Mono",6,"rep1","PA14wt"
"157",3,416.35554048,1249.06662144,9,400,450,0.0243608207714409,0.000629722921914358,"Pa","Pa Mono",6,"rep1","PA14wt"
"158",2,481.47530112,962.95060224,10,450,500,0.0187806371816066,0.000419815281276238,"Pa","Pa Mono",6,"rep1","PA14wt"
"159",2,812.91602304,1625.83204608,17,800,850,0.0317089596336816,0.000419815281276238,"Pa","Pa Mono",6,"rep1","PA14wt"
"160",1,906.52472064,906.52472064,19,900,950,0.0176801508144795,0.000209907640638119,"Pa","Pa Mono",6,"rep1","PA14wt"
"161",2,984.35563776,1968.71127552,20,950,1000,0.0383962085852291,0.000419815281276238,"Pa","Pa Mono",6,"rep1","PA14wt"
"162",1,1025.41773312,1025.41773312,21,1000,1050,0.0199989473608662,0.000209907640638119,"Pa","Pa Mono",6,"rep1","PA14wt"
"163",2,1066.44916224,2132.89832448,22,1050,1100,0.041598384677402,0.000419815281276238,"Pa","Pa Mono",6,"rep1","PA14wt"
"164",2,1242.62671104,2485.25342208,25,1200,1250,0.0484704435677768,0.000419815281276238,"Pa","Pa Mono",6,"rep1","PA14wt"
"165",1,1539.87457536,1539.87457536,31,1500,1550,0.0300325121950636,0.000209907640638119,"Pa","Pa Mono",6,"rep1","PA14wt"
"166",1,4695.03201024,4695.03201024,94,4650,4700,0.0915682409203894,0.000209907640638119,"Pa","Pa Mono",6,"rep1","PA14wt"
"167",6894,2.55915866903394,17642.83986432,1,0,50,0.171338750204376,0.992227979274611,"Pa","Pa Mono",6,"rep2","PA14mut"
"168",21,68.7420277028571,1443.58258176,2,50,100,0.0140193776782941,0.00302245250431779,"Pa","Pa Mono",6,"rep2","PA14mut"
"169",13,124.073248098462,1612.95222528,3,100,150,0.0156642139555855,0.00187104202648244,"Pa","Pa Mono",6,"rep2","PA14mut"
"170",2,171.01028736,342.02057472,4,150,200,0.00332153883770264,0.000287852619458837,"Pa","Pa Mono",6,"rep2","PA14mut"
"171",3,217.74052608,653.22157824,5,200,250,0.00634377286666403,0.000431778929188256,"Pa","Pa Mono",6,"rep2","PA14mut"
"172",3,271.27355904,813.82067712,6,250,300,0.00790343384514952,0.000431778929188256,"Pa","Pa Mono",6,"rep2","PA14mut"
"173",3,370.01885184,1110.05655552,8,350,400,0.0107803337978266,0.000431778929188256,"Pa","Pa Mono",6,"rep2","PA14mut"
"174",1,400.0411008,400.0411008,9,400,450,0.00388500619903442,0.000143926309729419,"Pa","Pa Mono",6,"rep2","PA14mut"
"175",2,466.34151168,932.68302336,10,450,500,0.00905776761498144,0.000287852619458837,"Pa","Pa Mono",6,"rep2","PA14mut"
"176",1,620.28603648,620.28603648,13,600,650,0.00602391877254651,0.000143926309729419,"Pa","Pa Mono",6,"rep2","PA14mut"
"177",1,657.11619072,657.11619072,14,650,700,0.00638159546438556,0.000143926309729419,"Pa","Pa Mono",6,"rep2","PA14mut"
"178",1,999.07543296,999.07543296,20,950,1000,0.00970253867062801,0.000143926309729419,"Pa","Pa Mono",6,"rep2","PA14mut"
"179",1,2780.07865344,2780.07865344,56,2750,2800,0.0269987828271111,0.000143926309729419,"Pa","Pa Mono",6,"rep2","PA14mut"
"180",1,3896.05379328,3896.05379328,78,3850,3900,0.0378365950608452,0.000143926309729419,"Pa","Pa Mono",6,"rep2","PA14mut"
"181",1,69066.68972544,69066.68972544,1382,69050,69100,0.670742374204869,0.000143926309729419,"Pa","Pa Mono",6,"rep2","PA14mut"
"182",6824,2.77583847953107,18942.32178432,1,0,50,0.392110846047298,0.981729247590275,"Pa","Pa Mono",6,"rep2","PA14wt"
"183",55,65.481901056,3601.50455808,2,50,100,0.0745520541458082,0.00791253057114084,"Pa","Pa Mono",6,"rep2","PA14wt"
"184",16,122.25671568,1956.10745088,3,100,150,0.0404919183750163,0.00230182707524097,"Pa","Pa Mono",6,"rep2","PA14wt"
"185",15,168.707252736,2530.60879104,4,150,200,0.0523842412439012,0.00215796288303841,"Pa","Pa Mono",6,"rep2","PA14wt"
"186",11,220.9502592,2430.4528512,5,200,250,0.0503109879883349,0.00158250611422817,"Pa","Pa Mono",6,"rep2","PA14wt"
"187",5,283.66272,1418.3136,6,250,300,0.0293594498070846,0.000719320961012804,"Pa","Pa Mono",6,"rep2","PA14wt"
"188",6,314.9422848,1889.6537088,7,300,350,0.0391163091267579,0.000863185153215365,"Pa","Pa Mono",6,"rep2","PA14wt"
"189",1,367.10555904,367.10555904,8,350,400,0.00759917780844562,0.000143864192202561,"Pa","Pa Mono",6,"rep2","PA14wt"
"190",2,433.94262912,867.88525824,9,400,450,0.0179654440862768,0.000287728384405122,"Pa","Pa Mono",6,"rep2","PA14wt"
"191",2,471.46277376,942.92554752,10,450,500,0.0195187970306646,0.000287728384405122,"Pa","Pa Mono",6,"rep2","PA14wt"
"192",3,522.71628288,1568.14884864,11,500,550,0.0324610773045422,0.000431592576607682,"Pa","Pa Mono",6,"rep2","PA14wt"
"193",1,624.18064896,624.18064896,13,600,650,0.0129206971107762,0.000143864192202561,"Pa","Pa Mono",6,"rep2","PA14wt"
"194",3,675.30127104,2025.90381312,14,650,700,0.0419367207049823,0.000431592576607682,"Pa","Pa Mono",6,"rep2","PA14wt"
"195",2,724.52058624,1449.04117248,15,700,750,0.0299955183196619,0.000287728384405122,"Pa","Pa Mono",6,"rep2","PA14wt"
"196",1,832.71108096,832.71108096,17,800,850,0.0172373297310611,0.000143864192202561,"Pa","Pa Mono",6,"rep2","PA14wt"
"197",1,1092.23947008,1092.23947008,22,1050,1100,0.0226096329465715,0.000143864192202561,"Pa","Pa Mono",6,"rep2","PA14wt"
"198",1,1216.77507072,1216.77507072,25,1200,1250,0.0251875513393622,0.000143864192202561,"Pa","Pa Mono",6,"rep2","PA14wt"
"199",1,1746.65703168,1746.65703168,35,1700,1750,0.036156241787289,0.000143864192202561,"Pa","Pa Mono",6,"rep2","PA14wt"
"200",1,2806.05295872,2806.05295872,57,2800,2850,0.0580860050961657,0.000143864192202561,"Pa","Pa Mono",6,"rep2","PA14wt"
"201",5108,3.35459128031323,17135.25225984,1,0,50,0.428888980996636,0.974995228096965,"Pa","Pa Mono",6,"rep3","PA14mut"
"202",59,68.5312498983051,4043.343744,2,50,100,0.101203387722958,0.0112616911624356,"Pa","Pa Mono",6,"rep3","PA14mut"
"203",24,126.89945664,3045.58695936,3,100,150,0.0762299070786339,0.00458102691353312,"Pa","Pa Mono",6,"rep3","PA14mut"
"204",12,168.63109824,2023.57317888,4,150,200,0.0506492828644281,0.00229051345676656,"Pa","Pa Mono",6,"rep3","PA14mut"
"205",7,228.34082304,1598.38576128,5,200,250,0.0400070001888209,0.00133613284978049,"Pa","Pa Mono",6,"rep3","PA14mut"
"206",11,271.27913472,2984.07048192,6,250,300,0.0746901725638652,0.00209963733536935,"Pa","Pa Mono",6,"rep3","PA14mut"
